0.000000,0.000000,1.500000,0.000000
0.053427,0.000000,1.500000,0.000000
0.104315,0.000000,1.500000,0.000000
0.157246,0.000000,1.500000,0.000000
0.208555,0.000000,1.500000,0.000000
0.261394,0.000000,1.500000,0.000000
0.315130,0.000000,1.500000,0.000000
0.369391,0.000000,1.500000,0.000000
0.423958,0.000000,1.500000,0.000000
0.478705,0.000000,1.500000,0.000000
0.533557,0.000000,1.500000,0.000000
0.588470,0.000000,1.500000,0.000000
0.643419,0.000000,1.500000,0.000000
0.698389,0.000000,1.500000,0.000000
0.753372,0.000000,1.500000,0.000000
0.808362,0.000000,1.500000,0.000000
0.863356,0.000000,1.500000,0.000000
0.918352,0.000000,1.500000,0.000000
0.973350,0.000000,1.500000,0.000000
1.028349,0.000000,1.500000,0.000000
1.083349,0.000000,1.500000,0.000000
1.138348,0.000000,1.500000,0.000000
1.193348,0.000000,1.500000,0.000000
1.248348,0.000000,1.500000,0.000000
1.303348,0.000000,1.500000,0.000000
1.358348,0.000000,1.500000,0.000000
1.413348,0.000000,1.500000,0.000000
1.468348,0.000000,1.500000,0.000000
1.523348,0.000000,1.500000,0.000000
1.578348,0.000000,1.500000,0.000000
1.633348,0.000000,1.500000,0.000000
1.688348,0.000000,1.500000,0.000000
1.743348,0.000000,1.500000,0.000000
1.798348,0.000000,1.500000,0.000000
1.853348,0.000000,1.500000,0.000000
1.908348,0.000000,1.500000,0.000000
1.963348,0.000000,1.500000,0.000000
2.018348,0.000000,1.500000,0.000000
2.073348,0.000000,1.500000,0.000000
2.128348,0.000000,1.500000,0.000000
2.183348,0.000000,1.500000,0.000000
2.238348,0.000000,1.500000,0.000000
2.293348,0.000000,1.500000,0.000000
2.348348,0.000000,1.500000,0.000000
2.403348,0.000000,1.500000,0.000000
2.458348,0.000000,1.500000,0.000000
2.513348,0.000000,1.500000,0.000000
2.568348,0.000000,1.500000,0.000000
2.623348,0.000000,1.500000,0.000000
2.678348,0.000000,1.500000,0.000000
2.733348,0.000000,1.500000,0.000000
2.788348,0.000000,1.500000,0.000000
2.843348,0.000000,1.500000,0.000000
2.898348,0.000000,1.500000,0.000000
2.953348,0.000000,1.500000,0.000000
3.008348,0.000000,1.500000,0.000000
3.063348,0.000000,1.500000,0.000000
3.118348,0.000000,1.500000,0.000000
3.173348,0.000000,1.500000,0.000000
3.228348,0.000000,1.500000,0.000000
3.283348,0.000000,1.500000,0.000000
3.338348,0.000000,1.500000,0.000000
3.393348,0.000000,1.500000,0.000000
3.448348,0.000000,1.500000,0.000000
3.503348,0.000000,1.500000,0.000000
3.558348,0.000000,1.500000,0.000000
3.613348,0.000000,1.500000,0.000000
3.668348,0.000000,1.500000,0.000000
3.723348,0.000000,1.500000,0.000000
3.778348,0.000000,1.500000,0.000000
3.833348,0.000000,1.500000,0.000000
3.888348,0.000000,1.500000,0.000000
3.943348,0.000000,1.500000,0.000000
3.998348,0.000000,1.500000,0.000000
4.053348,0.000000,1.500000,0.000000
4.108348,0.000000,1.500000,0.000000
4.163348,0.000000,1.500000,0.000000
4.218348,0.000000,1.500000,0.000000
4.273348,0.000000,1.500000,0.000000
4.328348,0.000000,1.500000,0.000000
4.383348,0.000000,1.500000,0.000000
4.438348,0.000000,1.500000,0.000000
4.493348,0.000000,1.500000,0.000000
4.548348,0.000000,1.500000,0.000000
4.603348,0.000000,1.500000,0.000000
4.658348,0.000000,1.500000,0.000000
4.713348,0.000000,1.500000,0.000000
4.768348,0.000000,1.500000,0.000000
4.823348,0.000000,1.500000,0.000000
4.883348,0.000000,1.500000,0.000000
4.938348,0.000000,1.500000,0.000000
4.993348,0.000000,1.500000,0.000000
5.048348,0.000000,1.500000,0.000000
5.103348,0.000000,1.500000,0.000000
5.163348,0.000000,1.500000,0.000000
5.218348,0.000000,1.500000,0.000000
5.273348,0.000000,1.500000,0.000000
5.328348,0.000000,1.500000,0.000000
5.383348,0.000000,1.500000,0.000000
5.438348,0.000000,1.500000,0.000000
5.498348,0.000000,1.500000,0.000000
5.553348,0.000000,1.500000,0.000000
5.608348,0.000000,1.500000,0.000000
5.663348,0.000000,1.500000,0.000000
5.718348,0.000000,1.500000,0.000000
5.773348,0.000000,1.500000,0.000000
5.828348,0.000000,1.500000,0.000000
5.888348,0.000000,1.500000,0.000000
5.943348,0.000000,1.500000,0.000000
